id,zipcode,city,state_abbr,city_state,state,lat,lon,population,median_age,household_income,per_capita_income,monthly_housing_cost,avg_household_size_by_tenure
120,00735,CEIBA,PR,"CEIBA, PR",,18.26,-65.64,13203.0,39.3,20450.0,10627.0,4607.0,2.86
122,00638,CIALES,PR,"CIALES, PR",,18.33,-66.47,18365.0,38.0,12588.0,6660.0,5810.0,3.16
123,00780,COTO LAUREL,PR,"COTO LAUREL, PR",,18.09,-66.57,13678.0,37.8,22197.0,14001.0,4447.0,3.06
125,00646,DORADO,PR,"DORADO, PR",,18.47,-66.27,38305.0,38.0,27924.0,14753.0,12451.0,3.07
126,00647,ENSENADA,PR,"ENSENADA, PR",,17.96,-66.94,5245.0,46.6,13668.0,7388.0,1695.0,3.08
127,00738,FAJARDO,PR,"FAJARDO, PR",,18.33,-65.65,33835.0,38.7,20917.0,10753.0,12153.0,2.76
128,00650,FLORIDA,PR,"FLORIDA, PR",,18.36,-66.56,14679.0,37.3,15090.0,7170.0,4853.0,3.02
129,00652,GARROCHALES,PR,"GARROCHALES, PR",,18.45,-66.6,3831.0,39.9,14903.0,10640.0,1376.0,2.7
130,00653,GUANICA,PR,"GUANICA, PR",,17.97,-66.93,13427.0,36.7,13596.0,6347.0,3876.0,3.45
131,00784,GUAYAMA,PR,"GUAYAMA, PR",,17.97,-66.11,43251.0,35.9,17048.0,9336.0,15022.0,2.76
133,00656,GUAYANILLA,PR,"GUAYANILLA, PR",,18.02,-66.79,20839.0,37.2,15440.0,7561.0,6552.0,3.17
134,00965,GUAYNABO,PR,"GUAYNABO, PR",,18.38,-66.11,8978.0,36.5,16135.0,7853.0,3120.0,2.85
135,00966,GUAYNABO,PR,"GUAYNABO, PR",,18.38,-66.11,15785.0,41.9,53052.0,34661.0,6214.0,2.53
136,00968,GUAYNABO,PR,"GUAYNABO, PR",,18.38,-66.11,3594.0,57.5,42036.0,37878.0,1908.0,1.88
137,00969,GUAYNABO,PR,"GUAYNABO, PR",,18.38,-66.11,42316.0,40.2,51285.0,27194.0,15483.0,2.71
139,00971,GUAYNABO,PR,"GUAYNABO, PR",,18.38,-66.11,30349.0,40.9,23338.0,13614.0,10535.0,2.86
140,00778,GURABO,PR,"GURABO, PR",,18.25,-65.97,46569.0,36.2,27872.0,14491.0,14923.0,3.1
141,00667,LAJAS,PR,"LAJAS, PR",,18.04,-67.06,25510.0,41.0,13527.0,6946.0,8482.0,3.0
143,00669,LARES,PR,"LARES, PR",,18.29,-66.88,28442.0,38.3,11967.0,7109.0,9810.0,2.88
144,00670,LAS MARIAS,PR,"LAS MARIAS, PR",,18.27,-67.06,9478.0,38.0,14989.0,6979.0,3128.0,3.0
145,00771,LAS PIEDRAS,PR,"LAS PIEDRAS, PR",,18.18,-65.86,38435.0,36.5,19869.0,9804.0,12277.0,3.12
148,00934,FORT BUCHANAN,PR,"FORT BUCHANAN, PR",,18.41,-66.11,188.0,38.6,83264.0,37230.0,77.0,2.31
151,00772,LOIZA,PR,"LOIZA, PR",,18.43,-65.88,21682.0,36.0,16118.0,7477.0,6941.0,3.12
152,00773,LUQUILLO,PR,"LUQUILLO, PR",,18.37,-65.71,19731.0,39.3,18256.0,10495.0,6795.0,2.9
153,00674,MANATI,PR,"MANATI, PR",,18.43,-66.48,43240.0,38.5,18796.0,10347.0,16096.0,2.66
154,00606,MARICAO,PR,"MARICAO, PR",,18.18,-66.98,6415.0,39.2,14138.0,6385.0,1898.0,3.37
155,00707,MAUNABO,PR,"MAUNABO, PR",,18.0,-65.9,11904.0,40.3,17866.0,8436.0,4075.0,2.92
157,00680,MAYAGUEZ,PR,"MAYAGUEZ, PR",,18.2,-67.14,54824.0,38.9,15173.0,9243.0,19683.0,2.72
159,00682,MAYAGUEZ,PR,"MAYAGUEZ, PR",,18.2,-67.14,31908.0,35.9,15868.0,11364.0,11363.0,2.79
160,00715,MERCEDITA,PR,"MERCEDITA, PR",,18.0,-66.56,3714.0,41.5,13534.0,10362.0,1270.0,2.88
161,00676,MOCA,PR,"MOCA, PR",,18.39,-67.11,39513.0,36.9,15277.0,7833.0,11862.0,3.31
162,00687,MOROVIS,PR,"MOROVIS, PR",,18.32,-66.4,32484.0,34.3,16086.0,7722.0,9716.0,3.34
163,00718,NAGUABO,PR,"NAGUABO, PR",,18.21,-65.73,26786.0,35.1,18247.0,9757.0,8737.0,3.06
164,00719,NARANJITO,PR,"NARANJITO, PR",,18.3,-66.24,30772.0,36.4,17592.0,9386.0,8689.0,3.53
165,00720,OROCOVIS,PR,"OROCOVIS, PR",,18.22,-66.39,22862.0,36.0,14578.0,6970.0,6890.0,3.3
166,00723,PATILLAS,PR,"PATILLAS, PR",,18.0,-66.01,18766.0,40.5,14343.0,7745.0,6431.0,2.92
167,00624,PENUELAS,PR,"PENUELAS, PR",,18.06,-66.72,24902.0,34.8,15467.0,6981.0,8038.0,3.09
168,00716,PONCE,PR,"PONCE, PR",,17.98,-66.6,31362.0,38.8,18609.0,12879.0,11939.0,2.6
169,00717,PONCE,PR,"PONCE, PR",,17.98,-66.6,18176.0,33.2,11692.0,8941.0,7177.0,2.49
170,00730,PONCE,PR,"PONCE, PR",,17.98,-66.6,36201.0,38.7,15459.0,10514.0,13050.0,2.74
171,00731,PONCE,PR,"PONCE, PR",,17.98,-66.6,14320.0,41.3,15894.0,8360.0,4684.0,3.05
175,00740,PUERTO REAL,PR,"PUERTO REAL, PR",,18.33,-65.63,1704.0,29.8,13077.0,7366.0,548.0,3.11
176,00741,PUNTA SANTIAGO,PR,"PUNTA SANTIAGO, PR",,18.15,-65.76,5365.0,40.5,19237.0,8572.0,1667.0,3.21
177,00678,QUEBRADILLAS,PR,"QUEBRADILLAS, PR",,18.47,-66.93,27045.0,38.4,14824.0,7472.0,9448.0,2.86
178,00677,RINCON,PR,"RINCON, PR",,18.34,-67.25,15012.0,41.7,16737.0,9339.0,5767.0,2.6
181,00745,RIO GRANDE,PR,"RIO GRANDE, PR",,18.38,-65.83,54253.0,38.1,22694.0,10489.0,17107.0,3.1
182,00637,SABANA GRANDE,PR,"SABANA GRANDE, PR",,18.08,-66.96,24799.0,38.9,14977.0,7988.0,7128.0,3.46
183,00688,SABANA HOYOS,PR,"SABANA HOYOS, PR",,18.38,-66.62,13251.0,40.0,14135.0,7376.0,4186.0,2.9
184,00952,SABANA SECA,PR,"SABANA SECA, PR",,18.42,-66.19,9338.0,40.8,18499.0,9316.0,3179.0,2.92
185,00751,SALINAS,PR,"SALINAS, PR",,17.97,-66.29,23020.0,36.7,14236.0,8182.0,8329.0,2.74
186,00690,SAN ANTONIO,PR,"SAN ANTONIO, PR",,18.49,-67.09,5906.0,35.0,19688.0,10396.0,2044.0,2.88
187,00683,SAN GERMAN,PR,"SAN GERMAN, PR",,18.08,-67.04,33050.0,41.3,15030.0,9215.0,11726.0,2.77
188,00901,SAN JUAN,PR,"SAN JUAN, PR",,18.4,-66.06,6428.0,41.5,17256.0,26626.0,2701.0,1.92
191,00907,SAN JUAN,PR,"SAN JUAN, PR",,18.4,-66.06,17910.0,47.5,30994.0,33071.0,8795.0,2.02
193,00909,SAN JUAN,PR,"SAN JUAN, PR",,18.44,-66.06,6071.0,38.2,16309.0,12172.0,2696.0,2.22
195,00911,SAN JUAN,PR,"SAN JUAN, PR",,18.4,-66.06,7425.0,48.1,28132.0,25950.0,3854.0,1.9
196,00912,SAN JUAN,PR,"SAN JUAN, PR",,18.4,-66.06,6414.0,38.2,19781.0,13587.0,2462.0,2.49
197,00913,SAN JUAN,PR,"SAN JUAN, PR",,18.4,-66.06,8179.0,28.2,6809.0,9320.0,3289.0,2.49
199,00915,SAN JUAN,PR,"SAN JUAN, PR",,18.4,-66.06,30642.0,38.0,13773.0,7750.0,11871.0,2.56
201,00917,SAN JUAN,PR,"SAN JUAN, PR",,18.4,-66.06,19723.0,43.9,15458.0,12331.0,8175.0,2.35
202,00918,SAN JUAN,PR,"SAN JUAN, PR",,18.4,-66.06,16553.0,39.9,24712.0,21828.0,7774.0,2.12
204,00920,SAN JUAN,PR,"SAN JUAN, PR",,18.4,-66.06,18729.0,44.0,26157.0,15194.0,7523.0,2.49
205,00921,SAN JUAN,PR,"SAN JUAN, PR",,18.4,-66.06,38499.0,36.6,19263.0,11646.0,14170.0,2.68
207,00923,SAN JUAN,PR,"SAN JUAN, PR",,18.4,-66.06,27853.0,37.0,15633.0,10003.0,10723.0,2.56
208,00924,SAN JUAN,PR,"SAN JUAN, PR",,18.4,-66.06,56236.0,35.8,19142.0,11345.0,19996.0,2.77
209,00925,SAN JUAN,PR,"SAN JUAN, PR",,18.4,-66.06,7120.0,32.8,11794.0,9538.0,3019.0,2.07
210,00926,SAN JUAN,PR,"SAN JUAN, PR",,18.4,-66.06,105093.0,40.6,35140.0,21355.0,38189.0,2.72
211,00927,SAN JUAN,PR,"SAN JUAN, PR",,18.4,-66.06,14764.0,46.8,33758.0,27680.0,6044.0,2.42
219,00956,BAYAMON,PR,"BAYAMON, PR",,18.28,-66.13,75830.0,38.4,23125.0,11158.0,26543.0,2.82
220,00957,BAYAMON,PR,"BAYAMON, PR",,18.28,-66.13,44639.0,38.0,23643.0,11789.0,15441.0,2.87
222,00959,BAYAMON,PR,"BAYAMON, PR",,18.28,-66.13,48699.0,39.5,26754.0,14726.0,18959.0,2.55
239,02478,BELMONT,MA,"BELMONT, MA",Massachusetts,42.39,-71.18,25110.0,40.7,106172.0,56077.0,9276.0,2.68
241,02445,BROOKLINE,MA,"BROOKLINE, MA",Massachusetts,42.32,-71.14,20723.0,35.8,95895.0,63247.0,8641.0,2.36
242,02446,BROOKLINE,MA,"BROOKLINE, MA",Massachusetts,42.32,-71.14,28796.0,33.6,79289.0,57304.0,13419.0,2.09
244,02420,LEXINGTON,MA,"LEXINGTON, MA",Massachusetts,42.44,-71.23,13947.0,46.7,137109.0,66834.0,4960.0,2.74
245,02421,LEXINGTON,MA,"LEXINGTON, MA",Massachusetts,42.44,-71.23,18359.0,44.1,138202.0,70759.0,6634.0,2.73
246,02492,NEEDHAM,MA,"NEEDHAM, MA",Massachusetts,42.28,-71.24,20163.0,42.7,138734.0,66058.0,6978.0,2.79
247,02494,NEEDHAM HEIGHTS,MA,"NEEDHAM HEIGHTS, MA",Massachusetts,42.28,-71.24,9377.0,43.4,112115.0,54839.0,3558.0,2.56
249,02458,NEWTON,MA,"NEWTON, MA",Massachusetts,42.33,-71.2,12093.0,41.0,91672.0,60023.0,4879.0,2.44
250,02459,NEWTON CENTER,MA,"NEWTON CENTER, MA",Massachusetts,42.31,-71.19,18519.0,42.1,135685.0,74159.0,6512.0,2.58
251,02460,NEWTONVILLE,MA,"NEWTONVILLE, MA",Massachusetts,42.35,-71.2,9591.0,41.1,103800.0,62726.0,3806.0,2.51
252,02461,NEWTON HIGHLANDS,MA,"NEWTON HIGHLANDS, MA",Massachusetts,42.31,-71.2,7099.0,43.5,131125.0,65569.0,2678.0,2.65
253,02462,NEWTON LOWER FALLS,MA,"NEWTON LOWER FALLS, MA",Massachusetts,42.33,-71.25,1306.0,56.7,83500.0,74895.0,658.0,1.86
254,02464,NEWTON UPPER FALLS,MA,"NEWTON UPPER FALLS, MA",Massachusetts,42.31,-71.22,2868.0,38.3,87428.0,52685.0,1238.0,2.24
255,02465,WEST NEWTON,MA,"WEST NEWTON, MA",Massachusetts,42.35,-71.22,11499.0,44.3,131853.0,73646.0,4263.0,2.66
256,02466,AUBURNDALE,MA,"AUBURNDALE, MA",Massachusetts,42.34,-71.24,8973.0,34.6,105106.0,47635.0,2973.0,2.54
258,00961,BAYAMON,PR,"BAYAMON, PR",,18.41,-66.15,31774.0,41.5,29169.0,15968.0,11506.0,2.56
259,00962,CATANO,PR,"CATANO, PR",,18.43,-66.11,21204.0,34.8,16289.0,8495.0,7353.0,2.88
262,00976,TRUJILLO ALTO,PR,"TRUJILLO ALTO, PR",,18.36,-66.01,61862.0,37.2,29736.0,15509.0,21298.0,2.87
265,00754,SAN LORENZO,PR,"SAN LORENZO, PR",,18.19,-65.96,40022.0,38.1,17192.0,9975.0,13200.0,3.02
266,00685,SAN SEBASTIAN,PR,"SAN SEBASTIAN, PR",,18.33,-66.99,41403.0,40.5,14686.0,7390.0,13376.0,3.08
267,00757,SANTA ISABEL,PR,"SANTA ISABEL, PR",,17.97,-66.4,23114.0,35.0,16344.0,8863.0,7848.0,2.94
268,00953,TOA ALTA,PR,"TOA ALTA, PR",,18.39,-66.25,73537.0,35.4,29406.0,13366.0,22120.0,3.31
270,00949,TOA BAJA,PR,"TOA BAJA, PR",,18.44,-66.25,80406.0,37.0,24961.0,12385.0,27166.0,2.95
273,00641,UTUADO,PR,"UTUADO, PR",,18.27,-66.7,30183.0,39.2,15542.0,7701.0,9802.0,3.07
274,00692,VEGA ALTA,PR,"VEGA ALTA, PR",,18.41,-66.32,37329.0,35.6,18003.0,10111.0,11529.0,3.17
275,00693,VEGA BAJA,PR,"VEGA BAJA, PR",,18.44,-66.39,59513.0,38.0,16709.0,9188.0,17717.0,3.34
277,00765,VIEQUES,PR,"VIEQUES, PR",,18.42,-65.83,9139.0,42.0,18297.0,8641.0,2721.0,3.36
278,00766,VILLALBA,PR,"VILLALBA, PR",,18.13,-66.48,25549.0,35.1,17210.0,8223.0,8058.0,3.15
279,00767,YABUCOA,PR,"YABUCOA, PR",,18.04,-65.87,36962.0,38.6,16664.0,7866.0,12105.0,3.04
280,00698,YAUCO,PR,"YAUCO, PR",,18.03,-66.86,40276.0,39.9,15414.0,7873.0,10729.0,3.73
281,02467,CHESTNUT HILL,MA,"CHESTNUT HILL, MA",Massachusetts,42.31,-71.16,23724.0,23.4,113146.0,54480.0,6677.0,2.39
282,02468,WABAN,MA,"WABAN, MA",Massachusetts,42.32,-71.23,5374.0,47.5,203009.0,83882.0,1849.0,2.85
284,02451,WALTHAM,MA,"WALTHAM, MA",Massachusetts,42.38,-71.24,17454.0,37.7,81182.0,42109.0,7307.0,2.38
285,02452,WALTHAM,MA,"WALTHAM, MA",Massachusetts,42.38,-71.24,15495.0,30.5,74289.0,32809.0,5117.0,2.22
286,02453,WALTHAM,MA,"WALTHAM, MA",Massachusetts,42.38,-71.24,28959.0,32.5,67721.0,33260.0,11449.0,2.25
290,02472,WATERTOWN,MA,"WATERTOWN, MA",Massachusetts,42.36,-71.17,32943.0,38.5,86522.0,45780.0,14465.0,2.24
293,02481,WELLESLEY HILLS,MA,"WELLESLEY HILLS, MA",Massachusetts,42.31,-71.27,16320.0,36.1,177083.0,81123.0,4740.0,2.97
294,02482,WELLESLEY,MA,"WELLESLEY, MA",Massachusetts,42.3,-71.28,11204.0,41.8,139811.0,66253.0,3854.0,2.65
295,02493,WESTON,MA,"WESTON, MA",Massachusetts,42.36,-71.26,11704.0,43.2,201200.0,102346.0,3768.0,2.9
