id,zipcode,city,state_abbr,city_state,state,lat,lon,population,median_age,household_income,per_capita_income,monthly_housing_cost,avg_household_size_by_tenure
21,10451,BRONX,NY,"BRONX, NY",New York,40.84,-73.87,48240.0,33.3,26979.0,19116.0,18783.0,2.56
22,10452,BRONX,NY,"BRONX, NY",New York,40.84,-73.87,77983.0,31.1,27206.0,14142.0,25949.0,2.98
23,10453,BRONX,NY,"BRONX, NY",New York,40.84,-73.87,82232.0,30.1,24421.0,13386.0,27338.0,2.95
24,10454,BRONX,NY,"BRONX, NY",New York,40.84,-73.87,38654.0,29.4,21542.0,12900.0,13085.0,2.88
25,10455,BRONX,NY,"BRONX, NY",New York,40.84,-73.87,42558.0,31.1,25489.0,14241.0,14202.0,2.91
26,10456,BRONX,NY,"BRONX, NY",New York,40.84,-73.87,94667.0,30.5,26724.0,14424.0,30096.0,3.06
27,10457,BRONX,NY,"BRONX, NY",New York,40.84,-73.87,75668.0,29.4,27036.0,13952.0,24245.0,3.0
28,10458,BRONX,NY,"BRONX, NY",New York,40.84,-73.87,85157.0,28.9,32129.0,15612.0,27228.0,3.01
29,10459,BRONX,NY,"BRONX, NY",New York,40.84,-73.87,48895.0,30.9,25762.0,13893.0,16066.0,3.0
30,10460,BRONX,NY,"BRONX, NY",New York,40.84,-73.87,60772.0,31.6,25948.0,14716.0,20359.0,2.92
31,10461,BRONX,NY,"BRONX, NY",New York,40.84,-73.87,51021.0,38.2,55847.0,28352.0,19013.0,2.62
32,10462,BRONX,NY,"BRONX, NY",New York,40.84,-73.87,79188.0,35.8,49962.0,24718.0,29679.0,2.66
33,10463,BRONX,NY,"BRONX, NY",New York,40.84,-73.87,72863.0,38.8,58881.0,33630.0,28537.0,2.47
34,10464,BRONX,NY,"BRONX, NY",New York,40.84,-73.87,4517.0,44.8,87853.0,43462.0,1936.0,2.32
35,10465,BRONX,NY,"BRONX, NY",New York,40.84,-73.87,44269.0,41.7,74079.0,33839.0,15685.0,2.7
36,10466,BRONX,NY,"BRONX, NY",New York,40.84,-73.87,73569.0,36.3,49906.0,23060.0,23312.0,3.12
37,10467,BRONX,NY,"BRONX, NY",New York,40.84,-73.87,102718.0,33.9,35381.0,18402.0,36335.0,2.78
38,10468,BRONX,NY,"BRONX, NY",New York,40.84,-73.87,77657.0,32.0,35398.0,16902.0,25557.0,2.99
39,10469,BRONX,NY,"BRONX, NY",New York,40.84,-73.87,73008.0,39.3,61090.0,24621.0,22038.0,3.2
40,10470,BRONX,NY,"BRONX, NY",New York,40.84,-73.87,14592.0,41.3,56658.0,30792.0,5925.0,2.44
41,10471,BRONX,NY,"BRONX, NY",New York,40.84,-73.87,22040.0,42.9,80932.0,43996.0,8726.0,2.19
42,10472,BRONX,NY,"BRONX, NY",New York,40.84,-73.87,68924.0,32.4,30593.0,15117.0,21813.0,3.12
43,10473,BRONX,NY,"BRONX, NY",New York,40.84,-73.87,62531.0,35.5,38924.0,20315.0,20890.0,2.98
44,10474,BRONX,NY,"BRONX, NY",New York,40.84,-73.87,12608.0,29.9,25896.0,12362.0,3514.0,3.29
45,10475,BRONX,NY,"BRONX, NY",New York,40.84,-73.87,44241.0,45.6,48734.0,27175.0,18792.0,2.27
47,10001,NEW YORK,NY,"NEW YORK, NY",New York,40.71,-73.99,23947.0,35.3,85221.0,86014.0,12347.0,1.85
48,10002,NEW YORK,NY,"NEW YORK, NY",New York,40.71,-73.99,77925.0,41.8,35449.0,30677.0,33461.0,2.27
49,10003,NEW YORK,NY,"NEW YORK, NY",New York,40.71,-73.99,55035.0,32.6,104441.0,91141.0,26699.0,1.68
50,10004,NEW YORK,NY,"NEW YORK, NY",New York,40.71,-73.99,2990.0,35.6,140450.0,105390.0,1587.0,1.88
51,10005,NEW YORK,NY,"NEW YORK, NY",New York,40.71,-73.99,8680.0,30.2,154213.0,102957.0,4239.0,2.04
52,10006,NEW YORK,NY,"NEW YORK, NY",New York,40.71,-73.99,3579.0,30.7,145893.0,103279.0,1815.0,1.97
53,10007,NEW YORK,NY,"NEW YORK, NY",New York,40.71,-73.99,7036.0,35.4,242644.0,153897.0,2761.0,2.22
55,10009,NEW YORK,NY,"NEW YORK, NY",New York,40.71,-73.99,60141.0,36.8,60521.0,47782.0,29725.0,2.0
56,10010,NEW YORK,NY,"NEW YORK, NY",New York,40.71,-73.99,33119.0,34.6,115084.0,88872.0,15972.0,1.88
57,10011,NEW YORK,NY,"NEW YORK, NY",New York,40.71,-73.99,50711.0,39.8,123208.0,114218.0,28753.0,1.71
58,10012,NEW YORK,NY,"NEW YORK, NY",New York,40.71,-73.99,24527.0,34.5,104561.0,85491.0,12349.0,1.87
59,10013,NEW YORK,NY,"NEW YORK, NY",New York,40.71,-73.99,29619.0,37.8,106056.0,107794.0,12207.0,2.27
60,10014,NEW YORK,NY,"NEW YORK, NY",New York,40.71,-73.99,31794.0,36.8,127973.0,122098.0,18481.0,1.7
61,10016,NEW YORK,NY,"NEW YORK, NY",New York,40.71,-73.99,51448.0,33.3,109250.0,88762.0,28681.0,1.73
62,10017,NEW YORK,NY,"NEW YORK, NY",New York,40.71,-73.99,16388.0,39.9,118469.0,106244.0,10076.0,1.61
63,10018,NEW YORK,NY,"NEW YORK, NY",New York,40.71,-73.99,9719.0,32.0,107861.0,84134.0,4993.0,1.93
64,10019,NEW YORK,NY,"NEW YORK, NY",New York,40.71,-73.99,41592.0,39.6,99063.0,94797.0,24512.0,1.68
66,10021,NEW YORK,NY,"NEW YORK, NY",New York,40.77,-73.95,44983.0,40.2,123842.0,125769.0,24912.0,1.78
67,10022,NEW YORK,NY,"NEW YORK, NY",New York,40.71,-73.99,30807.0,47.7,133208.0,145479.0,17873.0,1.69
68,10023,NEW YORK,NY,"NEW YORK, NY",New York,40.71,-73.99,61514.0,42.6,123951.0,114641.0,33133.0,1.81
69,10024,NEW YORK,NY,"NEW YORK, NY",New York,40.71,-73.99,58512.0,43.1,126107.0,113584.0,28418.0,2.02
70,10025,NEW YORK,NY,"NEW YORK, NY",New York,40.71,-73.99,94382.0,41.7,82352.0,68995.0,42546.0,2.1
71,10026,NEW YORK,NY,"NEW YORK, NY",New York,40.71,-73.99,40105.0,34.4,54349.0,39354.0,15401.0,2.53
72,10027,NEW YORK,NY,"NEW YORK, NY",New York,40.71,-73.99,65365.0,30.7,45536.0,30256.0,23607.0,2.46
73,10028,NEW YORK,NY,"NEW YORK, NY",New York,40.71,-73.99,50091.0,38.8,119203.0,115071.0,26435.0,1.89
74,10029,NEW YORK,NY,"NEW YORK, NY",New York,40.71,-73.99,80866.0,34.0,34015.0,27966.0,31496.0,2.46
75,10030,NEW YORK,NY,"NEW YORK, NY",New York,40.71,-73.99,30163.0,34.7,36118.0,28648.0,12258.0,2.41
76,10031,NEW YORK,NY,"NEW YORK, NY",New York,40.71,-73.99,62382.0,34.8,44040.0,26417.0,22274.0,2.78
77,10032,NEW YORK,NY,"NEW YORK, NY",New York,40.71,-73.99,63185.0,34.6,41890.0,23217.0,20724.0,3.0
78,10033,NEW YORK,NY,"NEW YORK, NY",New York,40.71,-73.99,60810.0,36.0,53044.0,25767.0,19586.0,3.06
79,10034,NEW YORK,NY,"NEW YORK, NY",New York,40.71,-73.99,44186.0,36.4,50909.0,26216.0,16135.0,2.74
82,00714,ARROYO,PR,"ARROYO, PR",,17.97,-66.06,18363.0,38.8,15820.0,7685.0,6091.0,3.01
83,00616,BAJADERO,PR,"BAJADERO, PR",,18.4,-66.66,10687.0,43.7,14918.0,9002.0,3606.0,2.95
84,00617,BARCELONETA,PR,"BARCELONETA, PR",,18.45,-66.53,24508.0,38.7,17157.0,8762.0,8079.0,3.03
85,00794,BARRANQUITAS,PR,"BARRANQUITAS, PR",,18.18,-66.3,29296.0,35.4,15667.0,7702.0,9122.0,3.17
86,00622,BOQUERON,PR,"BOQUERON, PR",,17.99,-67.15,7405.0,48.4,16727.0,11935.0,2330.0,3.15
87,00623,CABO ROJO,PR,"CABO ROJO, PR",,18.08,-67.14,42321.0,41.3,16401.0,9101.0,14165.0,2.98
88,00627,CAMUY,PR,"CAMUY, PR",,18.48,-66.84,32936.0,40.1,17579.0,9738.0,11571.0,2.84
89,00729,CANOVANAS,PR,"CANOVANAS, PR",,18.37,-65.9,52244.0,38.9,20508.0,11066.0,16482.0,3.16
90,00979,CAROLINA,PR,"CAROLINA, PR",,18.4,-65.98,15203.0,48.4,34284.0,29494.0,7713.0,1.96
92,00982,CAROLINA,PR,"CAROLINA, PR",,18.4,-65.98,14514.0,44.3,25935.0,14037.0,6014.0,2.41
93,00983,CAROLINA,PR,"CAROLINA, PR",,18.4,-65.98,36687.0,41.1,27149.0,13585.0,14156.0,2.59
95,00985,CAROLINA,PR,"CAROLINA, PR",,18.4,-65.98,32750.0,41.5,24834.0,13531.0,12677.0,2.56
97,00987,CAROLINA,PR,"CAROLINA, PR",,18.4,-65.98,58583.0,38.7,32967.0,16557.0,21665.0,2.69
99,00736,CAYEY,PR,"CAYEY, PR",,18.11,-66.16,48476.0,41.3,20166.0,12391.0,17409.0,2.78
100,00739,CIDRA,PR,"CIDRA, PR",,18.17,-66.15,37380.0,38.5,20619.0,11107.0,11876.0,3.13
101,00769,COAMO,PR,"COAMO, PR",,18.08,-66.36,39605.0,39.4,19215.0,10328.0,13706.0,2.88
102,00782,COMERIO,PR,"COMERIO, PR",,18.22,-66.22,18196.0,37.7,13073.0,6996.0,5635.0,3.23
103,00783,COROZAL,PR,"COROZAL, PR",,18.34,-66.31,34240.0,37.9,14476.0,7823.0,10847.0,3.13
107,00659,HATILLO,PR,"HATILLO, PR",,18.48,-66.82,40978.0,40.7,17770.0,10360.0,14443.0,2.83
108,00660,HORMIGUEROS,PR,"HORMIGUEROS, PR",,18.14,-67.12,16474.0,45.1,19674.0,11588.0,6271.0,2.61
109,00791,HUMACAO,PR,"HUMACAO, PR",,18.15,-65.81,49551.0,41.3,18595.0,11926.0,16797.0,2.92
111,00662,ISABELA,PR,"ISABELA, PR",,18.5,-67.02,41341.0,40.6,16771.0,8883.0,14482.0,2.83
112,00664,JAYUYA,PR,"JAYUYA, PR",,18.22,-66.59,15396.0,36.3,15401.0,7134.0,4850.0,3.12
113,00795,JUANA DIAZ,PR,"JUANA DIAZ, PR",,18.05,-66.5,45573.0,37.8,20430.0,10164.0,15299.0,2.97
114,00777,JUNCOS,PR,"JUNCOS, PR",,18.22,-65.91,40611.0,37.7,18684.0,9220.0,12850.0,3.14
115,00728,PONCE,PR,"PONCE, PR",,17.98,-66.6,40326.0,37.7,18097.0,9181.0,13450.0,2.82
116,00725,CAGUAS,PR,"CAGUAS, PR",,18.23,-66.03,82822.0,40.4,20374.0,12575.0,30699.0,2.67
118,00727,CAGUAS,PR,"CAGUAS, PR",,18.23,-66.03,56023.0,38.8,30797.0,15666.0,20122.0,2.76
120,00735,CEIBA,PR,"CEIBA, PR",,18.26,-65.64,12749.0,40.7,18947.0,11580.0,4594.0,2.77
122,00638,CIALES,PR,"CIALES, PR",,18.33,-66.47,17202.0,40.3,14448.0,8108.0,6033.0,2.85
123,00780,COTO LAUREL,PR,"COTO LAUREL, PR",,18.09,-66.57,11679.0,38.0,21834.0,14409.0,4081.0,2.85
125,00646,DORADO,PR,"DORADO, PR",,18.47,-66.27,38008.0,39.4,29160.0,15397.0,12075.0,3.14
126,00647,ENSENADA,PR,"ENSENADA, PR",,17.96,-66.94,5610.0,47.1,13071.0,7058.0,1866.0,3.0
127,00738,FAJARDO,PR,"FAJARDO, PR",,18.33,-65.65,31558.0,40.7,19284.0,11081.0,11823.0,2.65
128,00650,FLORIDA,PR,"FLORIDA, PR",,18.36,-66.56,14664.0,38.6,16095.0,7698.0,5051.0,2.9
129,00652,GARROCHALES,PR,"GARROCHALES, PR",,18.45,-66.6,3681.0,38.8,20564.0,11439.0,1335.0,2.67
130,00653,GUANICA,PR,"GUANICA, PR",,17.97,-66.93,11717.0,38.7,12236.0,7279.0,3662.0,3.18
131,00784,GUAYAMA,PR,"GUAYAMA, PR",,17.97,-66.11,41417.0,37.6,15653.0,9317.0,14568.0,2.71
133,00656,GUAYANILLA,PR,"GUAYANILLA, PR",,18.02,-66.79,19546.0,40.3,14966.0,8327.0,6566.0,2.96
134,00965,GUAYNABO,PR,"GUAYNABO, PR",,18.38,-66.11,7659.0,41.7,15369.0,11228.0,2748.0,2.75
135,00966,GUAYNABO,PR,"GUAYNABO, PR",,18.38,-66.11,16169.0,45.3,51318.0,36677.0,6208.0,2.55
136,00968,GUAYNABO,PR,"GUAYNABO, PR",,18.38,-66.11,3368.0,58.1,45811.0,43889.0,1825.0,1.85
137,00969,GUAYNABO,PR,"GUAYNABO, PR",,18.38,-66.11,43216.0,40.4,51604.0,27897.0,15099.0,2.84
139,00971,GUAYNABO,PR,"GUAYNABO, PR",,18.38,-66.11,27449.0,43.6,20604.0,14718.0,9503.0,2.87
140,00778,GURABO,PR,"GURABO, PR",,18.25,-65.97,46852.0,38.3,32708.0,16622.0,15181.0,3.06
141,00667,LAJAS,PR,"LAJAS, PR",,18.04,-67.06,24089.0,43.6,13843.0,7256.0,8153.0,2.95
143,00669,LARES,PR,"LARES, PR",,18.29,-66.88,26510.0,40.9,12996.0,8236.0,9727.0,2.7
144,00670,LAS MARIAS,PR,"LAS MARIAS, PR",,18.27,-67.06,8797.0,40.1,14456.0,7293.0,3006.0,2.9
145,00771,LAS PIEDRAS,PR,"LAS PIEDRAS, PR",,18.18,-65.86,37705.0,38.0,20332.0,10254.0,12385.0,3.04
148,00934,FORT BUCHANAN,PR,"FORT BUCHANAN, PR",,18.41,-66.11,25.0,-666666666.0,-666666666.0,,25.0,-666666666.0
151,00772,LOIZA,PR,"LOIZA, PR",,18.43,-65.88,20784.0,37.2,15032.0,7516.0,6768.0,3.06
152,00773,LUQUILLO,PR,"LUQUILLO, PR",,18.37,-65.71,18952.0,39.8,19377.0,10434.0,6636.0,2.84
153,00674,MANATI,PR,"MANATI, PR",,18.43,-66.48,40826.0,41.1,18032.0,10520.0,15726.0,2.58
154,00606,MARICAO,PR,"MARICAO, PR",,18.18,-66.98,6304.0,42.8,13387.0,5960.0,1959.0,3.21
155,00707,MAUNABO,PR,"MAUNABO, PR",,18.0,-65.9,11240.0,43.5,17489.0,8761.0,3958.0,2.84
157,00680,MAYAGUEZ,PR,"MAYAGUEZ, PR",,18.2,-67.14,48035.0,41.6,14500.0,10277.0,18602.0,2.53
159,00682,MAYAGUEZ,PR,"MAYAGUEZ, PR",,18.2,-67.14,32820.0,37.3,15315.0,11236.0,11718.0,2.77
160,00715,MERCEDITA,PR,"MERCEDITA, PR",,18.0,-66.56,3645.0,41.3,12440.0,7579.0,1300.0,2.77
161,00676,MOCA,PR,"MOCA, PR",,18.39,-67.11,37862.0,38.6,13416.0,7893.0,13035.0,2.89
162,00687,MOROVIS,PR,"MOROVIS, PR",,18.32,-66.4,31785.0,37.0,18739.0,8816.0,10129.0,3.13
163,00718,NAGUABO,PR,"NAGUABO, PR",,18.21,-65.73,26073.0,36.9,18998.0,10107.0,8284.0,3.14
164,00719,NARANJITO,PR,"NARANJITO, PR",,18.3,-66.24,29684.0,39.0,18401.0,9006.0,8887.0,3.33
165,00720,OROCOVIS,PR,"OROCOVIS, PR",,18.22,-66.39,21753.0,37.5,14533.0,7326.0,6676.0,3.24
166,00723,PATILLAS,PR,"PATILLAS, PR",,18.0,-66.01,17826.0,43.3,14554.0,8723.0,6519.0,2.73
167,00624,PENUELAS,PR,"PENUELAS, PR",,18.06,-66.72,23238.0,37.2,16832.0,8072.0,7690.0,3.01
168,00716,PONCE,PR,"PONCE, PR",,17.98,-66.6,29191.0,42.2,18514.0,13034.0,11256.0,2.56
169,00717,PONCE,PR,"PONCE, PR",,17.98,-66.6,17285.0,36.9,11269.0,9711.0,6686.0,2.53
170,00730,PONCE,PR,"PONCE, PR",,17.98,-66.6,32735.0,41.3,15367.0,10834.0,12051.0,2.68
171,00731,PONCE,PR,"PONCE, PR",,17.98,-66.6,13862.0,39.8,16389.0,9432.0,4482.0,3.08
175,00740,PUERTO REAL,PR,"PUERTO REAL, PR",,18.33,-65.63,1517.0,36.5,12934.0,7125.0,613.0,2.47
176,00741,PUNTA SANTIAGO,PR,"PUNTA SANTIAGO, PR",,18.15,-65.76,5168.0,41.0,22766.0,9385.0,1573.0,3.27
177,00678,QUEBRADILLAS,PR,"QUEBRADILLAS, PR",,18.47,-66.93,26642.0,39.3,15730.0,9103.0,9179.0,2.9
178,00677,RINCON,PR,"RINCON, PR",,18.34,-67.25,14569.0,44.6,18333.0,10236.0,5092.0,2.86
181,00745,RIO GRANDE,PR,"RIO GRANDE, PR",,18.38,-65.83,52624.0,40.1,22909.0,10927.0,16178.0,3.2
182,00637,SABANA GRANDE,PR,"SABANA GRANDE, PR",,18.08,-66.96,23610.0,40.9,15736.0,9158.0,7568.0,3.1
183,00688,SABANA HOYOS,PR,"SABANA HOYOS, PR",,18.38,-66.62,12360.0,40.7,15918.0,8636.0,4244.0,2.74
184,00952,SABANA SECA,PR,"SABANA SECA, PR",,18.42,-66.19,8467.0,42.3,15434.0,8998.0,2988.0,2.82
185,00751,SALINAS,PR,"SALINAS, PR",,17.97,-66.29,22174.0,39.5,16188.0,8951.0,8296.0,2.67
186,00690,SAN ANTONIO,PR,"SAN ANTONIO, PR",,18.49,-67.09,5587.0,41.9,18491.0,10644.0,2313.0,2.41
187,00683,SAN GERMAN,PR,"SAN GERMAN, PR",,18.08,-67.04,31627.0,42.9,15043.0,9547.0,11368.0,2.73
188,00901,SAN JUAN,PR,"SAN JUAN, PR",,18.4,-66.06,6540.0,41.3,16929.0,27466.0,2696.0,1.98
191,00907,SAN JUAN,PR,"SAN JUAN, PR",,18.4,-66.06,16819.0,48.6,32601.0,38603.0,8780.0,1.9
193,00909,SAN JUAN,PR,"SAN JUAN, PR",,18.44,-66.06,5430.0,38.7,17959.0,15141.0,2452.0,2.18
195,00911,SAN JUAN,PR,"SAN JUAN, PR",,18.4,-66.06,7617.0,47.8,30978.0,28595.0,3805.0,1.98
196,00912,SAN JUAN,PR,"SAN JUAN, PR",,18.4,-66.06,5920.0,42.4,21744.0,15777.0,2528.0,2.22
197,00913,SAN JUAN,PR,"SAN JUAN, PR",,18.4,-66.06,8495.0,26.2,5902.0,7158.0,3470.0,2.45
199,00915,SAN JUAN,PR,"SAN JUAN, PR",,18.4,-66.06,27534.0,38.9,14048.0,9136.0,11214.0,2.44
201,00917,SAN JUAN,PR,"SAN JUAN, PR",,18.4,-66.06,18316.0,45.9,15508.0,13829.0,8273.0,2.18
202,00918,SAN JUAN,PR,"SAN JUAN, PR",,18.4,-66.06,16595.0,42.3,23333.0,20852.0,8208.0,2.02
204,00920,SAN JUAN,PR,"SAN JUAN, PR",,18.4,-66.06,16698.0,45.0,25433.0,14906.0,6874.0,2.42
205,00921,SAN JUAN,PR,"SAN JUAN, PR",,18.4,-66.06,35161.0,38.7,18690.0,12707.0,13599.0,2.54
207,00923,SAN JUAN,PR,"SAN JUAN, PR",,18.4,-66.06,24754.0,39.3,14041.0,10907.0,10045.0,2.43
208,00924,SAN JUAN,PR,"SAN JUAN, PR",,18.4,-66.06,51699.0,38.2,19303.0,12558.0,19373.0,2.62
209,00925,SAN JUAN,PR,"SAN JUAN, PR",,18.4,-66.06,6796.0,34.6,9903.0,10804.0,3178.0,1.77
210,00926,SAN JUAN,PR,"SAN JUAN, PR",,18.4,-66.06,99106.0,43.0,33624.0,22687.0,37216.0,2.64
211,00927,SAN JUAN,PR,"SAN JUAN, PR",,18.4,-66.06,13503.0,45.9,32932.0,25107.0,5831.0,2.3
219,00956,BAYAMON,PR,"BAYAMON, PR",,18.28,-66.13,68452.0,40.4,23322.0,12226.0,25459.0,2.64
220,00957,BAYAMON,PR,"BAYAMON, PR",,18.28,-66.13,40738.0,40.2,24438.0,13000.0,14764.0,2.74
222,00959,BAYAMON,PR,"BAYAMON, PR",,18.28,-66.13,47849.0,40.2,29737.0,15979.0,18297.0,2.6
239,02478,BELMONT,MA,"BELMONT, MA",Massachusetts,42.39,-71.18,25940.0,41.6,118342.0,61082.0,9708.0,2.64
241,02445,BROOKLINE,MA,"BROOKLINE, MA",Massachusetts,42.32,-71.14,20774.0,36.0,111642.0,67261.0,8473.0,2.42
242,02446,BROOKLINE,MA,"BROOKLINE, MA",Massachusetts,42.32,-71.14,30113.0,32.7,102342.0,61720.0,13301.0,2.2
244,02420,LEXINGTON,MA,"LEXINGTON, MA",Massachusetts,42.44,-71.23,14579.0,45.5,168065.0,74349.0,5058.0,2.83
245,02421,LEXINGTON,MA,"LEXINGTON, MA",Massachusetts,42.44,-71.23,18760.0,44.7,158554.0,74487.0,6697.0,2.77
246,02492,NEEDHAM,MA,"NEEDHAM, MA",Massachusetts,42.28,-71.24,20128.0,44.6,147375.0,75482.0,7063.0,2.76
247,02494,NEEDHAM HEIGHTS,MA,"NEEDHAM HEIGHTS, MA",Massachusetts,42.28,-71.24,10301.0,41.5,126866.0,61665.0,3589.0,2.8
249,02458,NEWTON,MA,"NEWTON, MA",Massachusetts,42.33,-71.2,12465.0,42.1,103978.0,66281.0,4942.0,2.49
250,02459,NEWTON CENTER,MA,"NEWTON CENTER, MA",Massachusetts,42.31,-71.19,19473.0,42.8,169963.0,78776.0,6680.0,2.63
251,02460,NEWTONVILLE,MA,"NEWTONVILLE, MA",Massachusetts,42.35,-71.2,9911.0,40.0,118148.0,61840.0,3722.0,2.65
252,02461,NEWTON HIGHLANDS,MA,"NEWTON HIGHLANDS, MA",Massachusetts,42.31,-71.2,7214.0,43.5,159517.0,72223.0,2683.0,2.69
253,02462,NEWTON LOWER FALLS,MA,"NEWTON LOWER FALLS, MA",Massachusetts,42.33,-71.25,1520.0,51.6,104375.0,67438.0,612.0,2.29
254,02464,NEWTON UPPER FALLS,MA,"NEWTON UPPER FALLS, MA",Massachusetts,42.31,-71.22,3155.0,43.3,102946.0,50881.0,1247.0,2.46
255,02465,WEST NEWTON,MA,"WEST NEWTON, MA",Massachusetts,42.35,-71.22,12112.0,43.2,137438.0,72185.0,4296.0,2.77
256,02466,AUBURNDALE,MA,"AUBURNDALE, MA",Massachusetts,42.34,-71.24,8568.0,36.9,115345.0,50357.0,2820.0,2.51
258,00961,BAYAMON,PR,"BAYAMON, PR",,18.41,-66.15,31017.0,42.3,28455.0,16714.0,11349.0,2.55
259,00962,CATANO,PR,"CATANO, PR",,18.43,-66.11,19864.0,37.1,16135.0,9871.0,7005.0,2.83
262,00976,TRUJILLO ALTO,PR,"TRUJILLO ALTO, PR",,18.36,-66.01,60134.0,39.4,30801.0,16208.0,21413.0,2.77
265,00754,SAN LORENZO,PR,"SAN LORENZO, PR",,18.19,-65.96,38636.0,40.1,18594.0,10482.0,13633.0,2.83
266,00685,SAN SEBASTIAN,PR,"SAN SEBASTIAN, PR",,18.33,-66.99,38849.0,42.6,14128.0,8080.0,14338.0,2.69
267,00757,SANTA ISABEL,PR,"SANTA ISABEL, PR",,17.97,-66.4,22475.0,37.2,16816.0,10478.0,7759.0,2.9
268,00953,TOA ALTA,PR,"TOA ALTA, PR",,18.39,-66.25,72608.0,37.1,29837.0,14360.0,21798.0,3.32
270,00949,TOA BAJA,PR,"TOA BAJA, PR",,18.44,-66.25,76058.0,39.0,26032.0,12924.0,25855.0,2.93
273,00641,UTUADO,PR,"UTUADO, PR",,18.27,-66.7,28332.0,41.9,16292.0,8305.0,9104.0,3.1
274,00692,VEGA ALTA,PR,"VEGA ALTA, PR",,18.41,-66.32,36218.0,37.6,18076.0,10586.0,11756.0,3.0
275,00693,VEGA BAJA,PR,"VEGA BAJA, PR",,18.44,-66.39,56327.0,40.0,18971.0,10209.0,18246.0,3.07
277,00765,VIEQUES,PR,"VIEQUES, PR",,18.42,-65.83,8721.0,41.3,16149.0,11211.0,2473.0,3.53
278,00766,VILLALBA,PR,"VILLALBA, PR",,18.13,-66.48,23931.0,37.8,19595.0,10406.0,7907.0,3.01
279,00767,YABUCOA,PR,"YABUCOA, PR",,18.04,-65.87,35042.0,41.6,15573.0,8668.0,11997.0,2.91
280,00698,YAUCO,PR,"YAUCO, PR",,18.03,-66.86,37493.0,42.0,14487.0,8139.0,10713.0,3.47
281,02467,CHESTNUT HILL,MA,"CHESTNUT HILL, MA",Massachusetts,42.31,-71.16,22105.0,23.5,119964.0,53414.0,6181.0,2.39
282,02468,WABAN,MA,"WABAN, MA",Massachusetts,42.32,-71.23,5568.0,47.0,212394.0,96955.0,1924.0,2.84
284,02451,WALTHAM,MA,"WALTHAM, MA",Massachusetts,42.38,-71.24,18646.0,38.3,94886.0,45244.0,7346.0,2.53
285,02452,WALTHAM,MA,"WALTHAM, MA",Massachusetts,42.38,-71.24,15470.0,33.3,87055.0,37103.0,5112.0,2.19
286,02453,WALTHAM,MA,"WALTHAM, MA",Massachusetts,42.38,-71.24,28696.0,32.2,73042.0,36637.0,11244.0,2.26
290,02472,WATERTOWN,MA,"WATERTOWN, MA",Massachusetts,42.36,-71.17,34715.0,38.4,92959.0,50078.0,15233.0,2.26
293,02481,WELLESLEY HILLS,MA,"WELLESLEY HILLS, MA",Massachusetts,42.31,-71.27,16309.0,36.2,187819.0,86459.0,4736.0,3.01
294,02482,WELLESLEY,MA,"WELLESLEY, MA",Massachusetts,42.3,-71.28,11015.0,43.5,160644.0,81866.0,3922.0,2.61
295,02493,WESTON,MA,"WESTON, MA",Massachusetts,42.36,-71.26,12027.0,44.4,196651.0,98310.0,3764.0,2.97
