id,zipcode,city,state_abbr,city_state,state,lat,lon,population,median_age,household_income,per_capita_income,monthly_housing_cost,avg_household_size_by_tenure
58,10012,NEW YORK,NY,"NEW YORK, NY",New York,40.71,-73.99,24163.0,34.2,100859.0,77687.0,12470.0,1.82
59,10013,NEW YORK,NY,"NEW YORK, NY",New York,40.71,-73.99,27415.0,36.9,96667.0,105629.0,11558.0,2.21
60,10014,NEW YORK,NY,"NEW YORK, NY",New York,40.71,-73.99,30727.0,37.0,113973.0,112694.0,18786.0,1.61
61,10016,NEW YORK,NY,"NEW YORK, NY",New York,40.71,-73.99,50641.0,33.4,104826.0,88937.0,28390.0,1.73
62,10017,NEW YORK,NY,"NEW YORK, NY",New York,40.71,-73.99,16472.0,37.4,106421.0,102122.0,10157.0,1.61
63,10018,NEW YORK,NY,"NEW YORK, NY",New York,40.71,-73.99,9168.0,30.7,105500.0,79765.0,4712.0,1.92
64,10019,NEW YORK,NY,"NEW YORK, NY",New York,40.71,-73.99,38830.0,39.2,94022.0,89202.0,23146.0,1.66
66,10021,NEW YORK,NY,"NEW YORK, NY",New York,40.77,-73.95,43573.0,39.5,115076.0,119996.0,23739.0,1.81
67,10022,NEW YORK,NY,"NEW YORK, NY",New York,40.71,-73.99,30607.0,45.5,126378.0,139507.0,17892.0,1.68
68,10023,NEW YORK,NY,"NEW YORK, NY",New York,40.71,-73.99,60586.0,42.1,111478.0,103249.0,32755.0,1.81
69,10024,NEW YORK,NY,"NEW YORK, NY",New York,40.71,-73.99,58391.0,42.5,113839.0,101201.0,28675.0,2.0
70,10025,NEW YORK,NY,"NEW YORK, NY",New York,40.71,-73.99,96068.0,40.3,74065.0,58664.0,43456.0,2.08
71,10026,NEW YORK,NY,"NEW YORK, NY",New York,40.71,-73.99,38310.0,34.2,47264.0,32424.0,14527.0,2.57
72,10027,NEW YORK,NY,"NEW YORK, NY",New York,40.71,-73.99,64413.0,30.2,40782.0,26953.0,22937.0,2.5
73,10028,NEW YORK,NY,"NEW YORK, NY",New York,40.71,-73.99,46883.0,39.6,114939.0,110585.0,24941.0,1.88
74,10029,NEW YORK,NY,"NEW YORK, NY",New York,40.71,-73.99,79251.0,33.3,31350.0,25697.0,30115.0,2.52
75,10030,NEW YORK,NY,"NEW YORK, NY",New York,40.71,-73.99,29209.0,34.1,33196.0,23818.0,11891.0,2.4
76,10031,NEW YORK,NY,"NEW YORK, NY",New York,40.71,-73.99,59244.0,33.8,39774.0,23542.0,21191.0,2.78
77,10032,NEW YORK,NY,"NEW YORK, NY",New York,40.71,-73.99,62685.0,34.2,37280.0,19479.0,20243.0,3.05
78,10033,NEW YORK,NY,"NEW YORK, NY",New York,40.71,-73.99,59844.0,35.8,44933.0,23904.0,19548.0,3.02
79,10034,NEW YORK,NY,"NEW YORK, NY",New York,40.71,-73.99,43405.0,35.5,42581.0,23256.0,15462.0,2.8
82,00714,ARROYO,PR,"ARROYO, PR",,17.97,-66.06,18988.0,37.2,15349.0,7573.0,6265.0,3.03
83,00616,BAJADERO,PR,"BAJADERO, PR",,18.4,-66.66,10707.0,42.8,13705.0,7983.0,3636.0,2.93
84,00617,BARCELONETA,PR,"BARCELONETA, PR",,18.45,-66.53,24793.0,37.1,15361.0,7919.0,8352.0,2.96
85,00794,BARRANQUITAS,PR,"BARRANQUITAS, PR",,18.18,-66.3,30215.0,34.2,14238.0,7326.0,9424.0,3.17
86,00622,BOQUERON,PR,"BOQUERON, PR",,17.99,-67.15,7425.0,42.5,15689.0,10906.0,2557.0,2.89
87,00623,CABO ROJO,PR,"CABO ROJO, PR",,18.08,-67.14,42955.0,40.9,16593.0,9257.0,14558.0,2.94
88,00627,CAMUY,PR,"CAMUY, PR",,18.48,-66.84,33949.0,39.0,17532.0,9234.0,11934.0,2.84
89,00729,CANOVANAS,PR,"CANOVANAS, PR",,18.37,-65.9,53439.0,37.0,20574.0,10603.0,16611.0,3.21
90,00979,CAROLINA,PR,"CAROLINA, PR",,18.4,-65.98,15234.0,49.1,36592.0,28216.0,7751.0,1.96
92,00982,CAROLINA,PR,"CAROLINA, PR",,18.4,-65.98,15029.0,42.1,25557.0,13221.0,5850.0,2.56
93,00983,CAROLINA,PR,"CAROLINA, PR",,18.4,-65.98,39407.0,38.8,26695.0,13872.0,14719.0,2.67
95,00985,CAROLINA,PR,"CAROLINA, PR",,18.4,-65.98,33653.0,41.4,22995.0,12941.0,12860.0,2.6
97,00987,CAROLINA,PR,"CAROLINA, PR",,18.4,-65.98,60377.0,36.6,31698.0,14797.0,21444.0,2.8
99,00736,CAYEY,PR,"CAYEY, PR",,18.11,-66.16,50335.0,39.6,20760.0,12229.0,17629.0,2.85
100,00739,CIDRA,PR,"CIDRA, PR",,18.17,-66.15,37970.0,37.5,23266.0,11919.0,12621.0,3.0
101,00769,COAMO,PR,"COAMO, PR",,18.08,-66.36,39670.0,37.8,18390.0,9719.0,13493.0,2.93
102,00782,COMERIO,PR,"COMERIO, PR",,18.22,-66.22,18530.0,36.3,12757.0,7064.0,5991.0,3.09
103,00783,COROZAL,PR,"COROZAL, PR",,18.34,-66.31,35151.0,36.4,14863.0,7444.0,10863.0,3.21
107,00659,HATILLO,PR,"HATILLO, PR",,18.48,-66.82,41578.0,39.4,18687.0,9876.0,14337.0,2.89
108,00660,HORMIGUEROS,PR,"HORMIGUEROS, PR",,18.14,-67.12,16845.0,44.0,20598.0,11096.0,6418.0,2.6
109,00791,HUMACAO,PR,"HUMACAO, PR",,18.15,-65.81,50809.0,39.5,19175.0,10880.0,16890.0,2.98
111,00662,ISABELA,PR,"ISABELA, PR",,18.5,-67.02,42499.0,39.8,16016.0,8456.0,14620.0,2.89
112,00664,JAYUYA,PR,"JAYUYA, PR",,18.22,-66.59,15974.0,35.2,15922.0,7205.0,4846.0,3.26
113,00795,JUANA DIAZ,PR,"JUANA DIAZ, PR",,18.05,-66.5,46450.0,36.9,18863.0,9250.0,15836.0,2.92
114,00777,JUNCOS,PR,"JUNCOS, PR",,18.22,-65.91,40570.0,36.1,19229.0,9555.0,13106.0,3.08
115,00728,PONCE,PR,"PONCE, PR",,17.98,-66.6,41337.0,36.8,16949.0,8861.0,13692.0,2.86
116,00725,CAGUAS,PR,"CAGUAS, PR",,18.23,-66.03,86276.0,38.7,19961.0,11681.0,31555.0,2.71
118,00727,CAGUAS,PR,"CAGUAS, PR",,18.23,-66.03,56503.0,38.3,29995.0,15991.0,20561.0,2.73
120,00735,CEIBA,PR,"CEIBA, PR",,18.26,-65.64,13063.0,40.3,20925.0,10295.0,4663.0,2.8
122,00638,CIALES,PR,"CIALES, PR",,18.33,-66.47,18084.0,38.7,12722.0,6831.0,6018.0,3.0
123,00780,COTO LAUREL,PR,"COTO LAUREL, PR",,18.09,-66.57,13016.0,37.7,22090.0,14502.0,4408.0,2.94
125,00646,DORADO,PR,"DORADO, PR",,18.47,-66.27,38396.0,38.1,26861.0,14332.0,12360.0,3.1
126,00647,ENSENADA,PR,"ENSENADA, PR",,17.96,-66.94,5740.0,45.0,13764.0,7460.0,1791.0,3.19
127,00738,FAJARDO,PR,"FAJARDO, PR",,18.33,-65.65,33205.0,39.4,19708.0,10764.0,12194.0,2.7
128,00650,FLORIDA,PR,"FLORIDA, PR",,18.36,-66.56,14738.0,37.1,14611.0,7081.0,5017.0,2.94
129,00652,GARROCHALES,PR,"GARROCHALES, PR",,18.45,-66.6,3800.0,40.1,17500.0,11169.0,1390.0,2.65
130,00653,GUANICA,PR,"GUANICA, PR",,17.97,-66.93,12514.0,37.4,13593.0,7126.0,3664.0,3.4
131,00784,GUAYAMA,PR,"GUAYAMA, PR",,17.97,-66.11,42625.0,36.4,16141.0,8899.0,14753.0,2.76
133,00656,GUAYANILLA,PR,"GUAYANILLA, PR",,18.02,-66.79,20414.0,38.3,15037.0,7794.0,6612.0,3.08
134,00965,GUAYNABO,PR,"GUAYNABO, PR",,18.38,-66.11,8483.0,38.5,16333.0,9652.0,2974.0,2.82
135,00966,GUAYNABO,PR,"GUAYNABO, PR",,18.38,-66.11,16058.0,42.8,50772.0,35940.0,6380.0,2.49
136,00968,GUAYNABO,PR,"GUAYNABO, PR",,18.38,-66.11,3492.0,56.7,46206.0,39984.0,1885.0,1.85
137,00969,GUAYNABO,PR,"GUAYNABO, PR",,18.38,-66.11,43021.0,40.6,52970.0,27696.0,15671.0,2.73
139,00971,GUAYNABO,PR,"GUAYNABO, PR",,18.38,-66.11,29095.0,41.5,21854.0,13801.0,10334.0,2.8
140,00778,GURABO,PR,"GURABO, PR",,18.25,-65.97,46765.0,36.7,29317.0,15111.0,15306.0,3.03
141,00667,LAJAS,PR,"LAJAS, PR",,18.04,-67.06,24968.0,42.1,13222.0,7019.0,8494.0,2.93
143,00669,LARES,PR,"LARES, PR",,18.29,-66.88,27703.0,39.0,12009.0,7659.0,9735.0,2.82
144,00670,LAS MARIAS,PR,"LAS MARIAS, PR",,18.27,-67.06,9333.0,38.3,14031.0,6935.0,3163.0,2.92
145,00771,LAS PIEDRAS,PR,"LAS PIEDRAS, PR",,18.18,-65.86,38340.0,37.0,18827.0,9825.0,12805.0,2.99
148,00934,FORT BUCHANAN,PR,"FORT BUCHANAN, PR",,18.41,-66.11,67.0,38.7,65938.0,50193.0,47.0,1.43
151,00772,LOIZA,PR,"LOIZA, PR",,18.43,-65.88,21478.0,36.2,16734.0,7569.0,6829.0,3.14
152,00773,LUQUILLO,PR,"LUQUILLO, PR",,18.37,-65.71,19497.0,39.3,18170.0,10284.0,6788.0,2.86
153,00674,MANATI,PR,"MANATI, PR",,18.43,-66.48,42358.0,39.3,18135.0,10146.0,16090.0,2.6
154,00606,MARICAO,PR,"MARICAO, PR",,18.18,-66.98,6331.0,40.8,12512.0,5863.0,1915.0,3.29
155,00707,MAUNABO,PR,"MAUNABO, PR",,18.0,-65.9,11701.0,41.5,19541.0,8374.0,4086.0,2.86
157,00680,MAYAGUEZ,PR,"MAYAGUEZ, PR",,18.2,-67.14,52431.0,39.2,14567.0,9320.0,19352.0,2.65
159,00682,MAYAGUEZ,PR,"MAYAGUEZ, PR",,18.2,-67.14,32431.0,36.2,15363.0,10784.0,11636.0,2.76
160,00715,MERCEDITA,PR,"MERCEDITA, PR",,18.0,-66.56,3586.0,41.3,12027.0,6492.0,1263.0,2.79
161,00676,MOCA,PR,"MOCA, PR",,18.39,-67.11,38999.0,37.3,14374.0,7677.0,12356.0,3.13
162,00687,MOROVIS,PR,"MOROVIS, PR",,18.32,-66.4,32294.0,35.2,16536.0,7465.0,9788.0,3.29
163,00718,NAGUABO,PR,"NAGUABO, PR",,18.21,-65.73,26547.0,35.8,18614.0,9731.0,8718.0,3.04
164,00719,NARANJITO,PR,"NARANJITO, PR",,18.3,-66.24,30588.0,37.0,17686.0,9267.0,8837.0,3.45
165,00720,OROCOVIS,PR,"OROCOVIS, PR",,18.22,-66.39,22676.0,36.3,14144.0,6753.0,6821.0,3.3
166,00723,PATILLAS,PR,"PATILLAS, PR",,18.0,-66.01,18441.0,41.7,13284.0,7643.0,6436.0,2.87
167,00624,PENUELAS,PR,"PENUELAS, PR",,18.06,-66.72,24628.0,35.5,15573.0,7325.0,8216.0,2.99
168,00716,PONCE,PR,"PONCE, PR",,17.98,-66.6,30876.0,39.3,18331.0,13279.0,11763.0,2.6
169,00717,PONCE,PR,"PONCE, PR",,17.98,-66.6,17704.0,34.6,11664.0,9250.0,6995.0,2.47
170,00730,PONCE,PR,"PONCE, PR",,17.98,-66.6,34965.0,39.0,15097.0,10264.0,12582.0,2.74
171,00731,PONCE,PR,"PONCE, PR",,17.98,-66.6,14382.0,41.0,15141.0,9231.0,4765.0,3.01
175,00740,PUERTO REAL,PR,"PUERTO REAL, PR",,18.33,-65.63,1515.0,34.8,13750.0,7205.0,565.0,2.68
176,00741,PUNTA SANTIAGO,PR,"PUNTA SANTIAGO, PR",,18.15,-65.76,5514.0,41.6,21690.0,8837.0,1639.0,3.35
177,00678,QUEBRADILLAS,PR,"QUEBRADILLAS, PR",,18.47,-66.93,26815.0,39.1,15347.0,8519.0,9584.0,2.79
178,00677,RINCON,PR,"RINCON, PR",,18.34,-67.25,14855.0,42.7,16792.0,9421.0,5451.0,2.72
181,00745,RIO GRANDE,PR,"RIO GRANDE, PR",,18.38,-65.83,53797.0,38.5,22577.0,10499.0,17053.0,3.09
182,00637,SABANA GRANDE,PR,"SABANA GRANDE, PR",,18.08,-66.96,24398.0,40.1,14767.0,7921.0,7088.0,3.42
183,00688,SABANA HOYOS,PR,"SABANA HOYOS, PR",,18.38,-66.62,12870.0,39.3,14213.0,7870.0,4203.0,2.82
184,00952,SABANA SECA,PR,"SABANA SECA, PR",,18.42,-66.19,9363.0,40.4,17697.0,9221.0,3113.0,3.0
185,00751,SALINAS,PR,"SALINAS, PR",,17.97,-66.29,22777.0,37.2,15091.0,8302.0,8349.0,2.71
186,00690,SAN ANTONIO,PR,"SAN ANTONIO, PR",,18.49,-67.09,5565.0,38.1,20274.0,11415.0,2147.0,2.59
187,00683,SAN GERMAN,PR,"SAN GERMAN, PR",,18.08,-67.04,32569.0,42.0,14913.0,9546.0,11921.0,2.69
188,00901,SAN JUAN,PR,"SAN JUAN, PR",,18.4,-66.06,6132.0,42.1,16870.0,26052.0,2612.0,1.94
191,00907,SAN JUAN,PR,"SAN JUAN, PR",,18.4,-66.06,17382.0,47.1,29758.0,32954.0,8519.0,2.02
193,00909,SAN JUAN,PR,"SAN JUAN, PR",,18.44,-66.06,5616.0,37.7,15540.0,12282.0,2574.0,2.16
195,00911,SAN JUAN,PR,"SAN JUAN, PR",,18.4,-66.06,7444.0,48.5,30877.0,26939.0,3820.0,1.92
196,00912,SAN JUAN,PR,"SAN JUAN, PR",,18.4,-66.06,5979.0,40.7,18473.0,13833.0,2437.0,2.31
197,00913,SAN JUAN,PR,"SAN JUAN, PR",,18.4,-66.06,8122.0,28.0,6478.0,7575.0,3267.0,2.49
199,00915,SAN JUAN,PR,"SAN JUAN, PR",,18.4,-66.06,29387.0,38.3,13332.0,7834.0,11578.0,2.53
201,00917,SAN JUAN,PR,"SAN JUAN, PR",,18.4,-66.06,19086.0,43.4,14371.0,11443.0,8161.0,2.3
202,00918,SAN JUAN,PR,"SAN JUAN, PR",,18.4,-66.06,16552.0,40.2,22405.0,20118.0,7930.0,2.09
204,00920,SAN JUAN,PR,"SAN JUAN, PR",,18.4,-66.06,17995.0,43.7,25000.0,14513.0,7278.0,2.47
205,00921,SAN JUAN,PR,"SAN JUAN, PR",,18.4,-66.06,37696.0,36.8,18272.0,11812.0,14156.0,2.62
207,00923,SAN JUAN,PR,"SAN JUAN, PR",,18.4,-66.06,26591.0,38.8,14773.0,9642.0,10550.0,2.49
208,00924,SAN JUAN,PR,"SAN JUAN, PR",,18.4,-66.06,54584.0,36.8,18543.0,11667.0,19890.0,2.7
209,00925,SAN JUAN,PR,"SAN JUAN, PR",,18.4,-66.06,6899.0,32.2,10332.0,9967.0,2976.0,1.97
210,00926,SAN JUAN,PR,"SAN JUAN, PR",,18.4,-66.06,104645.0,40.8,32636.0,21026.0,38019.0,2.72
211,00927,SAN JUAN,PR,"SAN JUAN, PR",,18.4,-66.06,14447.0,46.8,30507.0,26102.0,5925.0,2.42
219,00956,BAYAMON,PR,"BAYAMON, PR",,18.28,-66.13,74529.0,38.9,22411.0,11068.0,26424.0,2.78
220,00957,BAYAMON,PR,"BAYAMON, PR",,18.28,-66.13,43336.0,38.3,23353.0,11911.0,15329.0,2.81
222,00959,BAYAMON,PR,"BAYAMON, PR",,18.28,-66.13,48168.0,40.1,27478.0,14960.0,18772.0,2.54
239,02478,BELMONT,MA,"BELMONT, MA",Massachusetts,42.39,-71.18,25337.0,41.5,110685.0,58572.0,9504.0,2.64
241,02445,BROOKLINE,MA,"BROOKLINE, MA",Massachusetts,42.32,-71.14,20785.0,35.4,92622.0,57265.0,8643.0,2.37
242,02446,BROOKLINE,MA,"BROOKLINE, MA",Massachusetts,42.32,-71.14,29099.0,33.2,86910.0,58080.0,13431.0,2.11
244,02420,LEXINGTON,MA,"LEXINGTON, MA",Massachusetts,42.44,-71.23,14414.0,46.7,151607.0,69262.0,5026.0,2.8
245,02421,LEXINGTON,MA,"LEXINGTON, MA",Massachusetts,42.44,-71.23,18286.0,44.0,147335.0,71188.0,6505.0,2.78
246,02492,NEEDHAM,MA,"NEEDHAM, MA",Massachusetts,42.28,-71.24,20067.0,42.8,140734.0,66131.0,6891.0,2.82
247,02494,NEEDHAM HEIGHTS,MA,"NEEDHAM HEIGHTS, MA",Massachusetts,42.28,-71.24,9786.0,43.0,116375.0,55039.0,3683.0,2.59
249,02458,NEWTON,MA,"NEWTON, MA",Massachusetts,42.33,-71.2,12781.0,40.9,92300.0,61788.0,4920.0,2.57
250,02459,NEWTON CENTER,MA,"NEWTON CENTER, MA",Massachusetts,42.31,-71.19,19104.0,42.9,135426.0,72995.0,6626.0,2.6
251,02460,NEWTONVILLE,MA,"NEWTONVILLE, MA",Massachusetts,42.35,-71.2,9477.0,40.4,114750.0,64150.0,3755.0,2.52
252,02461,NEWTON HIGHLANDS,MA,"NEWTON HIGHLANDS, MA",Massachusetts,42.31,-71.2,7278.0,43.7,140733.0,68455.0,2691.0,2.7
253,02462,NEWTON LOWER FALLS,MA,"NEWTON LOWER FALLS, MA",Massachusetts,42.33,-71.25,1389.0,52.6,99167.0,71287.0,618.0,2.07
254,02464,NEWTON UPPER FALLS,MA,"NEWTON UPPER FALLS, MA",Massachusetts,42.31,-71.22,2901.0,39.4,93292.0,53320.0,1205.0,2.33
255,02465,WEST NEWTON,MA,"WEST NEWTON, MA",Massachusetts,42.35,-71.22,11618.0,44.7,130032.0,70428.0,4249.0,2.68
256,02466,AUBURNDALE,MA,"AUBURNDALE, MA",Massachusetts,42.34,-71.24,8572.0,33.6,105678.0,48323.0,2876.0,2.48
258,00961,BAYAMON,PR,"BAYAMON, PR",,18.41,-66.15,30978.0,41.4,29180.0,16367.0,11460.0,2.53
259,00962,CATANO,PR,"CATANO, PR",,18.43,-66.11,20975.0,35.5,16035.0,9063.0,7334.0,2.86
262,00976,TRUJILLO ALTO,PR,"TRUJILLO ALTO, PR",,18.36,-66.01,61762.0,37.9,29368.0,15740.0,21587.0,2.83
265,00754,SAN LORENZO,PR,"SAN LORENZO, PR",,18.19,-65.96,39651.0,38.9,16571.0,10026.0,13595.0,2.91
266,00685,SAN SEBASTIAN,PR,"SAN SEBASTIAN, PR",,18.33,-66.99,40800.0,41.3,14343.0,7511.0,13794.0,2.94
267,00757,SANTA ISABEL,PR,"SANTA ISABEL, PR",,17.97,-66.4,22913.0,35.5,15674.0,9199.0,7727.0,2.96
268,00953,TOA ALTA,PR,"TOA ALTA, PR",,18.39,-66.25,73099.0,35.9,30278.0,13896.0,22190.0,3.28
270,00949,TOA BAJA,PR,"TOA BAJA, PR",,18.44,-66.25,78552.0,37.7,24400.0,12255.0,26693.0,2.93
273,00641,UTUADO,PR,"UTUADO, PR",,18.27,-66.7,29516.0,39.9,16022.0,7827.0,9540.0,3.08
274,00692,VEGA ALTA,PR,"VEGA ALTA, PR",,18.41,-66.32,36777.0,36.1,17987.0,9959.0,11803.0,3.04
275,00693,VEGA BAJA,PR,"VEGA BAJA, PR",,18.44,-66.39,58615.0,38.7,17156.0,9159.0,17837.0,3.27
277,00765,VIEQUES,PR,"VIEQUES, PR",,18.42,-65.83,8993.0,42.8,17934.0,8783.0,2711.0,3.32
278,00766,VILLALBA,PR,"VILLALBA, PR",,18.13,-66.48,24875.0,36.0,17611.0,8399.0,8094.0,3.05
279,00767,YABUCOA,PR,"YABUCOA, PR",,18.04,-65.87,36340.0,39.7,15666.0,7961.0,12205.0,2.97
280,00698,YAUCO,PR,"YAUCO, PR",,18.03,-66.86,39395.0,40.9,14766.0,7768.0,10422.0,3.75
281,02467,CHESTNUT HILL,MA,"CHESTNUT HILL, MA",Massachusetts,42.31,-71.16,23520.0,23.4,109399.0,51848.0,6586.0,2.39
282,02468,WABAN,MA,"WABAN, MA",Massachusetts,42.32,-71.23,5713.0,46.8,196250.0,80787.0,1959.0,2.87
284,02451,WALTHAM,MA,"WALTHAM, MA",Massachusetts,42.38,-71.24,18140.0,37.6,82532.0,43138.0,7662.0,2.36
285,02452,WALTHAM,MA,"WALTHAM, MA",Massachusetts,42.38,-71.24,15232.0,31.7,79274.0,34171.0,5080.0,2.19
286,02453,WALTHAM,MA,"WALTHAM, MA",Massachusetts,42.38,-71.24,29066.0,32.4,70597.0,34852.0,11506.0,2.25
290,02472,WATERTOWN,MA,"WATERTOWN, MA",Massachusetts,42.36,-71.17,33350.0,38.2,87409.0,46392.0,14357.0,2.3
293,02481,WELLESLEY HILLS,MA,"WELLESLEY HILLS, MA",Massachusetts,42.31,-71.27,16342.0,35.9,176920.0,81077.0,4761.0,2.99
294,02482,WELLESLEY,MA,"WELLESLEY, MA",Massachusetts,42.3,-71.28,10848.0,42.5,156094.0,73556.0,3800.0,2.67
295,02493,WESTON,MA,"WESTON, MA",Massachusetts,42.36,-71.26,11850.0,43.5,199519.0,95020.0,3781.0,2.93
